text,label,dataset,language,text_original,sentence_count,word_count,char_count,script_tamil,script_malayalam,script_kannada,script_latin,dominant_script,code_mix_index,label_encoded
parthasarathi ಮುಚ್ಚಲ್ಲೇ.. ಮರಿ ದೊಡ್ಡಬಳ್ಳಾಪುರ ಇತಿಹಾಸ ಏನೋ ಗೋತು .ರಾಜಕಮಲ್ ಗೆ ಸಿನಿಮಾ ಹೊದ್ರೆ ಕ್ಲಿನ್ ಇಲ್ಲ ವಾಸನೆ. ಸರಿಯಾದ ಮೆಂಟೇನ್ಸ್ಸ್ ಇಲ್ಲ. ಅವಾಗ ಕನ್ನಡ ಸಿನಿಮಾ ಹಾಕೋಡ್ರ್ಲ್ಲಿ ನಮ್ಮಗೂ ಇಷ್ಟ ಇತ್ತು. ತೆಲುಗು ಸೈರ ನರಸಿಂಹ ರೆಡ್ಡಿ ಹಾಕಿಡೋನೋ ರಾಜಕಮಲ್ ಮರ್ಯಾದೆ ನೋ ಹೋಯಿತು,Negative,kannada_sentiment,kannada,@Nandi Parthasarathi  ಮುಚ್ಚಲ್ಲೇ.... ಮರಿ  ದೊಡ್ಡಬಳ್ಳಾಪುರ ಇತಿಹಾಸ ಏನೋ ಗೋತು .ರಾಜಕಮಲ್ ಗೆ ಸಿನಿಮಾ ಹೊದ್ರೆ ಕ್ಲಿನ್ ಇಲ್ಲ ವಾಸನೆ. ಸರಿಯಾದ ಮೆಂಟೇನ್ಸ್ಸ್ ಇಲ್ಲ.  ಅವಾಗ ಕನ್ನಡ ಸಿನಿಮಾ ಹಾಕೋಡ್ರ್ಲ್ಲಿ ನಮ್ಮಗೂ ಇಷ್ಟ ಇತ್ತು. ತೆಲುಗು  ಸೈರ ನರಸಿಂಹ ರೆಡ್ಡಿ ಹಾಕಿಡೋನೋ ರಾಜಕಮಲ್ ಮರ್ಯಾದೆ ನೋ ಹೋಯಿತು,5,33,239,0,0,188,13,kannada,3.0303030303030303,1
sir ನಮ್ಮಲು communist ಆಡಳಿತ ಬಂದರೆ ಯಾವ ರೀತಿ ಇರಬಹುದು ಎಂಬುವುದರ ಬಗ್ಗೆ ಮಾಹಿತಿ ಬೇಕು ಮತ್ತು ಅನುಕೂಲ ಅನಾನುಕೂಲ ಗಳ ಬಗ್ಗೆ ತಿಳಿಸಿ ಕೊಡಿ ದಯವಿಟ್ಟು,Positive,kannada_sentiment,kannada,Sir ನಮ್ಮಲು communist ಆಡಳಿತ ಬಂದರೆ ಯಾವ ರೀತಿ ಇರಬಹುದು ಎಂಬುವುದರ ಬಗ್ಗೆ ಮಾಹಿತಿ ಬೇಕು ಮತ್ತು ಅನುಕೂಲ ಅನಾನುಕೂಲ ಗಳ ಬಗ್ಗೆ ತಿಳಿಸಿ ಕೊಡಿ ದಯವಿಟ್ಟು,1,20,128,0,0,97,12,kannada,10.0,0
inspired by ranadheera ? looks like modern ravi chandran .,Mixed_feelings,kannada_sentiment,kannada,Inspired by RANADHEERA ? Looks like modern ravi Chandran .,2,10,58,0,0,0,47,latin,20.0,2
anna sumne video madedhya nodu,Positive,kannada_sentiment,kannada,Anna sumne video madedhya nodu,1,5,30,0,0,0,26,latin,0.0,0
kannadada saaalugalu sakkatagiddave all the best natayana.,Positive,kannada_sentiment,kannada,Kannadada saaalugalu sakkatagiddave all the best natayana...,1,7,58,0,0,0,51,latin,0.0,0
big star agbitte u,Positive,kannada_sentiment,kannada,Big star agbitte u,1,4,18,0,0,0,15,latin,0.0,0
hands up,Positive,kannada_sentiment,kannada,Hands up,1,2,8,0,0,0,7,latin,0.0,0
ಸಕ್ಕತ್ ಹುರಿದ ಗುರು olle patta kalsidya tiktok support madidha ch as galige ..,Positive,kannada_sentiment,kannada,ಸಕ್ಕತ್ ಹುರಿದ ಗುರು olle patta kalsidya tiktok support madidha Ch * as galige ....,1,13,76,0,0,15,47,latin,30.76923076923077,0
nice infromation brother . n but. ella problems. bagge matdiri solution en madbeku ..anta helivalaa brother .. .. ivelladakku solution andre .. money namma tax amount govt . alva n nsimple agi helbeku andre ..main problem politics anta ella gottu .. adkke solution ..?? nive helida haage. revolution. n aa revolution prajaakeeya ivg strt agide ..nivu adakke kai jodisbeku alva . idu correct,Mixed_feelings,kannada_sentiment,kannada,Nice infromation   brother ... n   But.   Ella problems. Bagge matdiri solution en madbeku ..anta helivalaa brother ..      ..   ivelladakku solution Andre ..(MONEY (NAMMA TAX AMOUNT )=GOVT ).  Alva n  nSimple agi helbeku Andre ..main problem   politics anta ella gottu .... AdKke solution ..????????     Nive helida haage.   ##  Revolution. ##n  Aa REVOLUTION (#prajaakeeya )ivg strt agide ..nivu adakke kai jodisbeku Alva ... Idu correct,13,63,390,0,0,0,303,latin,12.698412698412698,2
ಇಂಥ ಒಳ್ಳೆ ಫಿಲ್ಮ್ ಗಳ ಹಾವಳಿ ನಂಗೆ ಗೊತ್ತಿದ್ದ ಮಟ್ಟಿಗೆ ಲೂಸಿಯಾ,Positive,kannada_sentiment,kannada,ಇಂಥ ಒಳ್ಳೆ ಫಿಲ್ಮ್ ಗಳ ಹಾವಳಿ ನಂಗೆ ಗೊತ್ತಿದ್ದ ಮಟ್ಟಿಗೆ ಲೂಸಿಯಾ,1,9,55,0,0,47,0,kannada,0.0,0
varshakke 3 thagadu movie madi industry haal mado hero galu ondh kade adrenn3 varsha kasta pattu ondhu olle film mado namma rakshith shetty haagu yash innondh kade n,Negative,kannada_sentiment,kannada,Varshakke 3 thagadu movie madi industry haal mado hero galu ondh kade adrenn3 Varsha kasta pattu ondhu olle film mado namma Rakshith Shetty haagu Yash innondh kade n,1,28,165,0,0,0,136,latin,3.571428571428571,1
enu anta matadtiyo hichha ninge? lofer,Negative,kannada_sentiment,kannada,Enu anta matadtiyo hichha ninge? Lofer,2,6,38,0,0,0,32,latin,0.0,1
no its 22m views,Mixed_feelings,kannada_sentiment,kannada,No its 22M views,1,4,16,0,0,0,11,latin,0.0,2
bharatadalli vanchakarige gourava jasti.,Mixed_feelings,kannada_sentiment,kannada,Bharatadalli vanchakarige gourava jasti.,1,4,40,0,0,0,36,latin,0.0,2
hands upp chindii,Positive,kannada_sentiment,kannada,Hands uppppp chindiiiiii,1,3,17,0,0,0,15,latin,0.0,0
en helde guru sakkath.tik tok madorgella super agi heldre,Positive,kannada_sentiment,kannada,En helde guru sakkath.tik tok madorgella super agi heldre,1,9,57,0,0,0,48,latin,0.0,0
yenu tappilla guru .,Positive,kannada_sentiment,kannada,Yenu tappilla guru ...,1,4,20,0,0,0,16,latin,25.0,0
ಕೌಶಲ್ಯ ಇದ್ದವರ ಸಂಖ್ಯೆ ಕಡಿಮೆ ಇಲ್ಲ ಸರ್ ತುಂಬಾ ಪ್ರತಿಭಾವಂತರಿದ್ದಾರೆ.. influence ಪವರ್ ತುಂಬಾ ಇದೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ influence ಇಲ್ಲ ಅಂದ್ರೆ ಯಾವನು ಮೂಸಿ ಕೂಡ ನೋಡಲ್ಲ ನಮ್ಮ ದೇಶದಲ್ಲಿ..ಅದಕ್ಕೆ ಕೌಶಲ್ಯ ಇದ್ದೋರಿಗೆ ಕೆಲಸ ಸಿಗ್ತಿಲ್ಲ..,Positive,kannada_sentiment,kannada,ಕೌಶಲ್ಯ ಇದ್ದವರ ಸಂಖ್ಯೆ ಕಡಿಮೆ ಇಲ್ಲ ಸರ್ ತುಂಬಾ ಪ್ರತಿಭಾವಂತರಿದ್ದಾರೆ.... influence ಪವರ್ ತುಂಬಾ ಇದೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ influence ಇಲ್ಲ ಅಂದ್ರೆ ಯಾವನು ಮೂಸಿ ಕೂಡ ನೋಡಲ್ಲ ನಮ್ಮ ದೇಶದಲ್ಲಿ....ಅದಕ್ಕೆ ಕೌಶಲ್ಯ ಇದ್ದೋರಿಗೆ ಕೆಲಸ ಸಿಗ್ತಿಲ್ಲ.....,2,27,201,0,0,151,18,kannada,7.4074074074074066,0
guru chaines apps yavyavu antha ondhu list kodi avna nam mobile ali instal madala,Negative,kannada_sentiment,kannada,Guru chaines apps yavyavu antha ondhu list kodi avna nam mobile ali instal madala,1,14,81,0,0,0,68,latin,0.0,1
d boss fans are like plzzz,unknown_state,kannada_sentiment,kannada,D boss fans are like plzzz,1,6,26,0,0,0,21,latin,0.0,3
most promising movie in my life. en adubuta acting madam. nimdu.. pratiyobbaru abhinya adbuta.. konege kannalli neeru bandubidtu..dayavittu corona emergency adamele puna theatre hogi nodi,Positive,kannada_sentiment,kannada,Most promising movie in my life... En adubuta acting madam. Nimdu.. Pratiyobbaru abhinya adbuta.. Konege kannalli neeru bandubidtu..dayavittu corona emergency adamele puna theatre hogi nodi,5,25,187,0,0,0,155,latin,0.0,0
ಒಡೆಯ ನಿಮ್ಮ ಪ್ರೀತಿಯ ದಾಸ ಮತ್ತು ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಒಳ್ಳೆದಾಗಲಿ ಜೈ ಕನ್ನಡ ಸಿನಿಮಾ,Positive,kannada_sentiment,kannada,ಒಡೆಯ ನಿಮ್ಮ ಪ್ರೀತಿಯ ದಾಸ ಮತ್ತು ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಒಳ್ಳೆದಾಗಲಿ  ಜೈ ಕನ್ನಡ  ಸಿನಿಮಾ,1,12,77,0,0,66,0,kannada,0.0,0
gadag our city,unknown_state,kannada_sentiment,kannada,gadag our city,1,3,14,0,0,0,12,latin,0.0,3
ulti music ajanish sir,Mixed_feelings,kannada_sentiment,kannada,Ulti music ajanish sir,1,4,22,0,0,0,19,latin,0.0,2
yes bro correct,unknown_state,kannada_sentiment,kannada,Yes bro correct,1,3,15,0,0,0,13,latin,0.0,3
ಕರೋನಾ ವೈರಸ್ ಹಾವಳಿ ಮುಗಿದ ನಂತರ ಮತ್ತೆ ತೆರೆಗೆ ತನ್ನಿ ದಯವಿಟ್ಟು,Positive,kannada_sentiment,kannada,ಕರೋನಾ ವೈರಸ್ ಹಾವಳಿ ಮುಗಿದ ನಂತರ ಮತ್ತೆ ತೆರೆಗೆ ತನ್ನಿ ದಯವಿಟ್ಟು,1,9,56,0,0,48,0,kannada,0.0,0
ಟಿಕ್ ಟಾಕ್ ಬ್ಯನ್ ಆಗ್ಲೇ ಬೇಕು,Positive,kannada_sentiment,kannada,ಟಿಕ್ ಟಾಕ್ ಬ್ಯನ್ ಆಗ್ಲೇ ಬೇಕು,1,5,26,0,0,22,0,kannada,0.0,0
yen sakkathagi helidri guru,Positive,kannada_sentiment,kannada,Yen sakkathagi helidri guru,1,4,27,0,0,0,24,latin,0.0,0
vijay prakash sir,unknown_state,kannada_sentiment,kannada,Vijay prakash sir,1,3,17,0,0,0,15,latin,0.0,3
superb song,Positive,kannada_sentiment,kannada,Superb song,1,2,11,0,0,0,10,latin,0.0,0
ಕುಮಾರವ್ಯಾಸ ಅಂದರೆ ಗದುಗಿನ ನಾರಣಪ್ಪ ನವರ ಬಗ್ಗೆ ಅಭ್ಯಾಸ ಮಾಡಿ,Positive,kannada_sentiment,kannada,ಕುಮಾರವ್ಯಾಸ ಅಂದರೆ ಗದುಗಿನ ನಾರಣಪ್ಪ ನವರ ಬಗ್ಗೆ ಅಭ್ಯಾಸ ಮಾಡಿ,1,8,53,0,0,46,0,kannada,0.0,0
dislikers are rashmika fans maybe,Negative,kannada_sentiment,kannada,Dislikers Are rashmika fans maybe,1,5,33,0,0,0,29,latin,0.0,1
gta 5 bro,unknown_state,kannada_sentiment,kannada,GTA 5 BRO,1,3,9,0,0,0,6,latin,33.33333333333333,3
ನೀವು bigg boss ಗೆ ಹೋಗಿ ಸರ್ ಗೆಲ್ಲಬಹುದು ನೀವೇ,Mixed_feelings,kannada_sentiment,kannada,ನೀವು bigg boss ಗೆ ಹೋಗಿ ಸರ್ ಗೆಲ್ಲಬಹುದು ನೀವೇ 🥺🤾,1,8,42,0,0,27,8,kannada,25.0,2
i like prutvi ambar adi style,Positive,kannada_sentiment,kannada,I like prutvi Ambar (adi) style,1,6,29,0,0,0,24,latin,0.0,0
gouda what,unknown_state,kannada_sentiment,kannada,@basavana gouda what,1,2,10,0,0,0,9,latin,0.0,3
super guru..ji kannadiga,Positive,kannada_sentiment,kannada,Super guru.........ji kannadiga,1,3,24,0,0,0,20,latin,0.0,0
ನನ್ನ ಗೆಲ್ಬೋದು ಅನ್ನುತ ನಿಂದನು ಓರ್ವ ರಾಕ್ಷಸ.nತಪ್ಪಲ್ಲ,Positive,kannada_sentiment,kannada,*ನನ್ನ ಗೆಲ್ಬೋದು ಅನ್ನುತ ನಿಂದನು ಓರ್ವ ರಾಕ್ಷಸ...nತಪ್ಪಲ್ಲ,1,6,48,0,0,41,1,kannada,16.666666666666664,0
d boss ಅಭಿಮಾನಿಗಳಿಂದ all the best,Positive,kannada_sentiment,kannada,D Boss ಅಭಿಮಾನಿಗಳಿಂದ all the best,1,6,32,0,0,12,15,latin,16.666666666666664,0
by mistakly nimma ondu video nodi subscribe agbitte keep it up bro,Mixed_feelings,kannada_sentiment,kannada,By mistakly nimma ondu video nodi subscribe agbitte  keep it up bro,1,12,66,0,0,0,55,latin,0.0,2
mostly nimma mate keli tic tok ban agirbeku ಅಣ್ಣ ಏನಾದ್ರು ಆಗ್ಲಿ ನಮ್ಮ ಅಸೆ ನೆರವೇರಿತು tq u ಮೋದಿಜಿ,Positive,kannada_sentiment,kannada,Mostly nimma mate keli tic tok ban agirbeku ಅಣ್ಣ ಏನಾದ್ರು ಆಗ್ಲಿ  ನಮ್ಮ  ಅಸೆ ನೆರವೇರಿತು tq u ಮೋದಿಜಿ,1,17,93,0,0,38,39,latin,41.17647058823529,0
hindi nalli madi movie oduthe plz,Positive,kannada_sentiment,kannada,Hindi nalli Madi movie oduthe plz,1,6,33,0,0,0,28,latin,0.0,0
ನಮ್ಮನೆಗು ಬಂದು ಮಜ್ಜಿಗೆ ಕೇಳಿದ್ದ,Positive,kannada_sentiment,kannada,ನಮ್ಮನೆಗು ಬಂದು ಮಜ್ಜಿಗೆ ಕೇಳಿದ್ದ,1,4,29,0,0,26,0,kannada,0.0,0
ದ್ರುವ ಅಣ್ಣಾ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ all the best,Positive,kannada_sentiment,kannada,ದ್ರುವ ಅಣ್ಣಾ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ all the best,1,7,42,0,0,26,10,kannada,42.857142857142854,0
next level gurunin benki bhai,Positive,kannada_sentiment,kannada,Next level gurunin benki bhai,1,5,29,0,0,0,25,latin,0.0,0
sir kudlard ereg yanna namskara and salute,Positive,kannada_sentiment,kannada,Sir kudlard ereg yanna namskara and salute,1,7,42,0,0,0,36,latin,0.0,0
boss akkun bidbede roste madi,Negative,kannada_sentiment,kannada,Boss akkun bidbede roste madi,1,5,29,0,0,0,25,latin,0.0,1
patrada parichaya iroru.e bandukigide hale hesaru..is he mentioning ulidavaru kandnte??,Mixed_feelings,kannada_sentiment,kannada,Patrada parichaya iroru...e bandukigide Hale hesaru....is he mentioning ULIDAVARU KANDNTE????,1,10,87,0,0,0,73,latin,0.0,2
super bro,Positive,kannada_sentiment,kannada,Super bro,1,2,9,0,0,0,8,latin,0.0,0
ದಿನಾಲೂ ನೋಡರ ಲೈಕ್ ಮಾಡಿ,Positive,kannada_sentiment,kannada,ದಿನಾಲೂ ನೋಡರ ಲೈಕ್ ಮಾಡಿ,1,4,21,0,0,18,0,kannada,0.0,0
super film srimannarayana,Positive,kannada_sentiment,kannada,Super film  srimannarayana,1,3,25,0,0,0,23,latin,0.0,0
guru nin super guru osm voice guru nindu,Positive,kannada_sentiment,kannada,Guru nin super guru osm voice guru nindu,1,8,40,0,0,0,33,latin,0.0,0
ಹುಬ್ಬಳ್ಳಿ ಕಿಚ್ಚಾ ಪ್ಯಾನ್ಸ್ ವತಿಯಿಂದ ಒಳ್ಳೆಯದಾಗಲಿ,Positive,kannada_sentiment,kannada,ಹುಬ್ಬಳ್ಳಿ ಕಿಚ್ಚಾ ಪ್ಯಾನ್ಸ್ ವತಿಯಿಂದ ಒಳ್ಳೆಯದಾಗಲಿ,1,5,45,0,0,41,0,kannada,0.0,0
ತುಂಬಾ ಒಳ್ಳೆ ಚಿತ್ರ,Positive,kannada_sentiment,kannada,ತುಂಬಾ ಒಳ್ಳೆ ಚಿತ್ರ,1,3,17,0,0,15,0,kannada,0.0,0
hello dr. vivek bindra video copy madidra? never mind copy adru channagittu,Negative,kannada_sentiment,kannada,Hello dr. Vivek bindra video copy madidra? Never mind copy adru channagittu,3,12,75,0,0,0,62,latin,0.0,1
anna tumba channag madtiraa.. super,Positive,kannada_sentiment,kannada,Anna tumba channag madtiraa.. Super,2,5,35,0,0,0,29,latin,0.0,0
who hate rashmika mandana like heare,unknown_state,kannada_sentiment,kannada,Who hate rashmika mandana like heare,1,6,36,0,0,0,31,latin,0.0,3
navu kuri alla guru kaliyugada kaligallu,Negative,kannada_sentiment,kannada,Navu kuri Alla guru kaliyugada kaligallu,1,6,40,0,0,0,35,latin,0.0,1
yar namblila andru nan nambthini nambikene jeevna,Positive,kannada_sentiment,kannada,Yar namblila Andru nan nambthini nambikene jeevna,1,7,49,0,0,0,43,latin,0.0,0
dabba movie soo sad,Negative,kannada_sentiment,kannada,Dabba movie Soo sad,1,4,19,0,0,0,16,latin,0.0,1
ನಾವ್ ಲಕ್ಷ್ಮೇಶ್ವರ ದವರ nಸೂಪರ್,Positive,kannada_sentiment,kannada,ನಾವ್ ಲಕ್ಷ್ಮೇಶ್ವರ ದವರ nಸೂಪರ್,1,4,27,0,0,23,1,kannada,25.0,0
ಕಲರ್ ಫುಲ್ ಆಗಿದೆ,Positive,kannada_sentiment,kannada,ಕಲರ್ ಫುಲ್ ಆಗಿದೆ,1,3,15,0,0,13,0,kannada,0.0,0
dboss fansnyboss fansnkboss fans,Mixed_feelings,kannada_sentiment,kannada,Dboss fansnYboss fansnKboss fans,1,4,32,0,0,0,29,latin,0.0,2
kodona bro adukkenu,Mixed_feelings,kannada_sentiment,kannada,Kodona bro adukkenu,1,3,19,0,0,0,17,latin,0.0,2
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Positive,kannada_sentiment,kannada,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,1,10,64,0,0,55,0,kannada,0.0,0
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Positive,kannada_sentiment,kannada,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,1,10,64,0,0,55,0,kannada,0.0,0
1.6k people are not liking this..innna en beko maaraya nimga .,Negative,kannada_sentiment,kannada,1.6k people are not liking this....innna en beko maaraya nimga ...,1,11,62,0,0,0,46,latin,9.090909090909092,1
kerala antha helbedi bro. adu kuda jathi na nodutte. agi hechagi nodutte nan sutta muttalina example nalli heltha idini. i have many malli frnds so,Positive,kannada_sentiment,kannada,Kerala antha helbedi bro. Adu kuda jathi na nodutte. Agi hechagi nodutte nan sutta muttalina example nalli heltha idini... I have many Malli frnds so,4,25,147,0,0,0,120,latin,0.0,0
ವಾಸ್ತವದ ವಿವರಣೆಗೆ ಧನ್ಯವಾದ,Positive,kannada_sentiment,kannada,ವಾಸ್ತವದ ವಿವರಣೆಗೆ ಧನ್ಯವಾದ,1,3,24,0,0,22,0,kannada,0.0,0
well,unknown_state,kannada_sentiment,kannada,@Aadharaamos  Well,1,1,4,0,0,0,4,latin,0.0,3
rakshit abhimaanigale!! yaaru yaaru aa signature stepna try maadidiro illi like maadi!!,Positive,kannada_sentiment,kannada,RAKSHIT ABHIMAANIGALE!! Yaaru yaaru aa signature stepna try maadidiro illi like maadi!!,2,12,87,0,0,0,72,latin,0.0,0
cc camera footage thegiri ..avratra keli mahabharata story,Negative,kannada_sentiment,kannada,Cc camera footage thegiri ..avratra keli Mahabharata story,1,8,58,0,0,0,49,latin,0.0,1
ethu guru song endare,Positive,kannada_sentiment,kannada,Ethu guru Song Endare,1,4,21,0,0,0,18,latin,0.0,0
promotion ond bittu mikid ellanu chanag madtidira.,Negative,kannada_sentiment,kannada,Promotion ond bittu mikid ellanu chanag madtidira.,1,7,50,0,0,0,43,latin,0.0,1
ಮನ ತಣಿಸುವಂತ ಕಥೆ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ..,Positive,kannada_sentiment,kannada,ಮನ ತಣಿಸುವಂತ ಕಥೆ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ..,1,5,34,0,0,28,0,kannada,0.0,0
no.1 trading guru..asn,Positive,kannada_sentiment,kannada,No.1 trading guru....ASN,1,3,22,0,0,0,16,latin,0.0,0
kelly kannada da bagge sumne matadidre includes people too adu namgu naatutte,Negative,kannada_sentiment,kannada,@Reginald Kelly Kannada da bagge sumne matadidre(includes people too) adu namgu naatutte,1,12,77,0,0,0,66,latin,0.0,1
tik tok ban maadi. ellari india app mitron app use maadi. adhu same tik tok tharane idhe,Positive,kannada_sentiment,kannada,Tik tok ban maadi. Ellari India app mitron app use maadi. Adhu same tik tok tharane idhe,3,17,88,0,0,0,70,latin,0.0,0
intha olle video nu dislike madiroru yentha kachada nanmaklirbeku,Negative,kannada_sentiment,kannada,Intha olle video nu dislike madiroru yentha kachada nanmaklirbeku🤦🤦🤦🤦,1,9,65,0,0,0,57,latin,0.0,1
nin naman sule gandu boli dagar drashan,Negative,kannada_sentiment,kannada,Nin naman sule Gandu boli dagar drashan,1,7,39,0,0,0,33,latin,0.0,1
le ganduntikamucchunnee tara worst song nin kayalli madakke agutta,Negative,kannada_sentiment,kannada,Le gandunTikamucchunnEe Tara worst song nin kayalli madakke agutta,1,9,66,0,0,0,58,latin,0.0,1
amar prasad sir ಈ ಕೆಲವು ಅತಿ ಉತ್ತಮ ವಿಷಯಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಾವು ಚೀನ ದೇಶದಿಂದ ತುಂಬ ವಿಷಯಗಳನ್ನು ಕಲಿತು ನಮ್ಮ ಜೀವನದಲ್ಲಿ ಅಳವಡಿಸಿಕೊಳ್ಳಬೇಕು. ಆಗ ಮಾತ್ರ ನಾವು ನಿಜವಾಗಿಯೂ ಸಶಕ್ತ ವಾಗಲು ಸಾಧ್ಯವಾಗಬಹುದು ಎಂದೆನಿಸುತ್ತದೆ. ಈ ಮಾಹಿತಿ ಗಾಗಿ ತುಂಬ ಧನ್ಯವಾದಗಳು ಸರ್..,Positive,kannada_sentiment,kannada,Amar prasad sir ಈ ಕೆಲವು ಅತಿ ಉತ್ತಮ ವಿಷಯಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಾವು ಚೀನ ದೇಶದಿಂದ ತುಂಬ ವಿಷಯಗಳನ್ನು ಕಲಿತು ನಮ್ಮ ಜೀವನದಲ್ಲಿ ಅಳವಡಿಸಿಕೊಳ್ಳಬೇಕು. ಆಗ ಮಾತ್ರ ನಾವು ನಿಜವಾಗಿಯೂ ಸಶಕ್ತ ವಾಗಲು ಸಾಧ್ಯವಾಗಬಹುದು ಎಂದೆನಿಸುತ್ತದೆ... ಈ ಮಾಹಿತಿ ಗಾಗಿ ತುಂಬ ಧನ್ಯವಾದಗಳು ಸರ್..,3,32,227,0,0,179,13,kannada,9.375,0
ಸರ್ ಪ್ಲೀಸ್ ರೀ ರಿಲೀಸ್ ಮಾಡಿ ಮೂವೀ ನಾ..,Positive,kannada_sentiment,kannada,ಸರ್ ಪ್ಲೀಸ್ ರೀ ರಿಲೀಸ್ ಮಾಡಿ ಮೂವೀ ನಾ.....,1,7,35,0,0,27,0,kannada,0.0,0
movie release aadmele matte pickup aaguthe,Positive,kannada_sentiment,kannada,Movie release aadmele matte pickup aaguthe,1,6,42,0,0,0,37,latin,0.0,0
ಪ್ರಯತ್ನಕ್ಕೆ ದೊಡ್ಡ ಸಲಾಂ,Positive,kannada_sentiment,kannada,ಪ್ರಯತ್ನಕ್ಕೆ ದೊಡ್ಡ ಸಲಾಂ,1,3,22,0,0,20,0,kannada,0.0,0
alla inta olle video gu dislike madtaralva avrige manaviyate manushyatva olle guna kuda illa ansutte..enta swabhimani vyakti weekness na kuda strenth agi madkond swabhimani agi jeevna madtidaralva great sir..,Negative,kannada_sentiment,kannada,Alla inta olle video gu dislike madtaralva avrige manaviyate manushyatva olle guna kuda illa ansutte.....enta swabhimani vyakti weekness na kuda strenth agi madkond swabhimani agi jeevna madtidaralva great sir....,1,29,208,0,0,0,176,latin,0.0,1
ನಿಮ್ಮ ಎಲ್ಲಮಾತನ್ನ100 ಒಪ್ಪುವಂತದ್ದೇ.ಚೀನಾ ಅಭಿವೃದ್ಧಿಯಲ್ಲಿ ಮುಂದಿರಬಹುದು.ಆದರೆ ಭಾರತದ ಜನರಿಗಿರುವಷ್ಟು ಸ್ವಾತಂತ್ರ್ಯ ಚೀನಾದ ಜನರಿಗಿಲ್ಲ.ಜನರು ಬಹಿರಂಗವಾಗಿ ಮಾತನಾಡೋಹಾಗೇ ಇಲ್ಲ.ಜನರಿಗೆ ಸ್ವತಂತ್ರವಾಗಿ ಬದುಕೋಹಕ್ಕೇ ಇಲ್ಲ ಅಂದ್ಮೇಲೆ ಎಷ್ಟಿದ್ರೆ ಏನುಪ್ರಯೋಜನ?ಮೇರಾಭಾರತ್ ಮಹಾನ್.,Positive,kannada_sentiment,kannada,ನಿಮ್ಮ ಎಲ್ಲಮಾತನ್ನ100% ಒಪ್ಪುವಂತದ್ದೇ.ಚೀನಾ ಅಭಿವೃದ್ಧಿಯಲ್ಲಿ ಮುಂದಿರಬಹುದು.ಆದರೆ ಭಾರತದ ಜನರಿಗಿರುವಷ್ಟು ಸ್ವಾತಂತ್ರ್ಯ ಚೀನಾದ ಜನರಿಗಿಲ್ಲ.ಜನರು ಬಹಿರಂಗವಾಗಿ ಮಾತನಾಡೋಹಾಗೇ ಇಲ್ಲ.ಜನರಿಗೆ ಸ್ವತಂತ್ರವಾಗಿ ಬದುಕೋಹಕ್ಕೇ ಇಲ್ಲ ಅಂದ್ಮೇಲೆ ಎಷ್ಟಿದ್ರೆ ಏನುಪ್ರಯೋಜನ?ಮೇರಾಭಾರತ್ ಮಹಾನ್.,1,20,233,0,0,205,0,kannada,0.0,0
vishnuvardhana ohh,unknown_state,kannada_sentiment,kannada,@Raja Vishnuvardhana Ohh,1,2,18,0,0,0,17,latin,0.0,3
kudla andh dani!,unknown_state,kannada_sentiment,kannada,@Mithun KUDLA andh Dani!,1,3,16,0,0,0,13,latin,0.0,3
