text,label,dataset,language,text_original,sentence_count,word_count,char_count,script_tamil,script_malayalam,script_kannada,script_latin,dominant_script,code_mix_index,label_encoded,wsd_aspects,wsd_primary_aspect,wsd_aspect_count
മൂക്കുത്തി കാണാൻ ഇല്ല.. വാ എല്ലാരും ഡാൻസ് കളി..,unknown_state,mal_sentiment,mal,മൂക്കുത്തി കാണാൻ ഇല്ല.. വാ എല്ലാരും ഡാൻസ് കളി..,2,7,47,0,37,0,0,malayalam,0.0,3,[],none,0
ഷൈലോക്കും ബിഗ് ബ്രദറും ട്രെയിലറിൽ നിരാശപ്പെടുത്തി പോര,Negative,mal_sentiment,mal,ഷൈലോക്കും ബിഗ് ബ്രദറും ട്രെയിലറിൽ നിരാശപ്പെടുത്തി പോര,1,6,53,0,48,0,0,malayalam,0.0,1,[],none,0
സൂപ്പർ ഹിറ്റുകളുടെ തമ്പുരാൻ സിദ്ധിഖും കംപ്ലീറ്റ് ആക്ടർ ലാലേട്ടനും ഒന്നിക്കുന്ന ഈ സിനിമ ബ്ലോക്ക് ബസ്റ്റർ ഹിറ്റ് അടിക്കും എന്നുറപ്പുള്ളവർ ലൈക്ക്,Positive,mal_sentiment,mal,സൂപ്പർ ഹിറ്റുകളുടെ തമ്പുരാൻ സിദ്ധിഖും കംപ്ലീറ്റ് ആക്ടർ ലാലേട്ടനും ഒന്നിക്കുന്ന ഈ സിനിമ ബ്ലോക്ക്‌ ബസ്റ്റർ ഹിറ്റ്‌ അടിക്കും എന്നുറപ്പുള്ളവർ ലൈക്ക്,1,16,142,0,127,0,0,malayalam,0.0,0,"[{""word"": ""ഹിറ്റ്"", ""aspect"": ""box_office_collection"", ""confidence"": 1.0}]",box_office_collection,1
eee trailer njan ethra pravishyam nokiyann enikku ariyilla ningalum ingane tanneyanu ikka isttam,Positive,mal_sentiment,mal,Eee trailer njan ethra pravishyam nokiyann enikku ariyilla ningalum ingane tanneyanu ikka isttam,1,13,96,0,0,0,84,latin,0.0,0,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
prithwirajinthe samayam shariyalla ippo ella cinimayum parajayappedunnu ithenkilum hitavatte,Mixed_feelings,mal_sentiment,mal,Prithwirajinthe samayam shariyalla ippo ella cinimayum parajayappedunnu ithenkilum hitavatte,1,9,92,0,0,0,84,latin,0.0,2,[],none,0
tamilil vijayde moviekku audio launching prgm veykunnapole ee padathinum bst stage show audio launch venam..venamennollavar ivde like adichee,unknown_state,mal_sentiment,mal,Tamilil vijayde moviekku audio launching prgm veykunnapole ee padathinum bst stage show audio launch venam..venamennollavar ivde like adichee,1,18,141,0,0,0,122,latin,0.0,3,[],none,0
location kanditundo.kandu nokku super location..,unknown_state,mal_sentiment,mal,location kanditundo...Kandu nokku super location....,1,5,48,0,0,0,41,latin,0.0,3,[],none,0
ikka muthanu .prayam koodunthorum kooduthal monjan..,Positive,mal_sentiment,mal,Ikka muthanu ...prayam koodunthorum kooduthal monjan......,1,6,52,0,0,0,44,latin,0.0,0,[],none,0
macha release onnu parayuo epla nu,unknown_state,mal_sentiment,mal,macha release onnu parayuo epla nu,1,6,34,0,0,0,29,latin,0.0,3,[],none,0
സിനിമ കണ്ടട്ട് ഇത് കാണണം എന്താ രസം ന്ന് അറിയോ,Positive,mal_sentiment,mal,സിനിമ കണ്ടട്ട് ഇത് കാണണം  എന്താ രസം ന്ന് അറിയോ,1,8,45,0,38,0,0,malayalam,0.0,0,[],none,0
dislike adichavar shammide bandukkalum friendsumokke aayirikkum,Negative,mal_sentiment,mal,Dislike adichavar shammide bandukkalum friendsumokke aayirikkum,1,6,63,0,0,0,58,latin,0.0,1,[],none,0
katta ikka fan aahnu anaalum a10nte padavum a10neyum ishttam katta waiting for ittimaani first day first show,Positive,mal_sentiment,mal,Katta ikka fan aahnu anaalum A10nte padavum A10neyum ishttam Katta waiting for ittimaani first day first show,1,17,109,0,0,0,89,latin,0.0,0,"[{""word"": ""fan"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",fan_stardom,1
maduraja teser irangitt 11 hours aayi.1.2m viewers lusifer teser irangitt 8 hours 1.9m viewers aayi,unknown_state,mal_sentiment,mal,Maduraja teser irangitt 11 hours aayi.1.2m viewers  Lusifer teser irangitt 8 hours 1.9m viewers aayi,1,15,99,0,0,0,75,latin,13.333333333333334,3,[],none,0
adipoli but movie engane indaavuo aavo..,Mixed_feelings,mal_sentiment,mal,Adipoli but movie engane indaavuo aavo..,1,6,40,0,0,0,33,latin,0.0,2,[],none,0
അപ്പൊ അടുത്ത ഫഹദിന്റെ ഓട്ടത്തിനുള്ള കട്ട വെയ്റ്റിംഗ്,Positive,mal_sentiment,mal,അപ്പൊ അടുത്ത ഫഹദിന്റെ ഓട്ടത്തിനുള്ള കട്ട വെയ്റ്റിംഗ്,1,6,52,0,47,0,0,malayalam,0.0,0,[],none,0
അ മൂക്കുത്തി എടുത്തവർ എത്രയും പെട്ടന്ന് തിരിച്ച് കെടുക്കണം എന്നാണ് എനിക്ക് പറയാന്നുള്ളത്,unknown_state,mal_sentiment,mal,അ: മൂക്കുത്തി എടുത്തവർ എത്രയും പെട്ടന്ന് തിരിച്ച് കെടുക്കണം എന്നാണ് എനിക്ക് പറയാന്നുള്ളത്,1,10,88,0,79,0,0,malayalam,0.0,3,[],none,0
trollumമെന്നു ഉറപ്പുണ്ടായിട്ടും ..ചെയ്യാൻ മനസ്സു കാണിച്ച ഇക്കാക് സല്യൂട്ട്.,Positive,mal_sentiment,mal,Trollumമെന്നു ഉറപ്പുണ്ടായിട്ടും ....ചെയ്യാൻ മനസ്സു കാണിച്ച ഇക്കാക് സല്യൂട്ട്...,1,7,75,0,59,0,7,malayalam,14.285714285714285,0,[],none,0
ഒരു കൊറിയൻ പടത്തിന്റെ എല്ലാ ചേരുവയും കാണുന്നുണ്ട്!!,Negative,mal_sentiment,mal,ഒരു കൊറിയൻ പടത്തിന്റെ എല്ലാ ചേരുവയും കാണുന്നുണ്ട്!!!!!,1,6,51,0,44,0,0,malayalam,0.0,1,[],none,0
ഇത് ട്രൈലെർ ആക്കാമായിരുന്നു എന്ന് തോന്നിയവർ ഇവിടെ കമോൺ,unknown_state,mal_sentiment,mal,ഇത് ട്രൈലെർ ആക്കാമായിരുന്നു എന്ന് തോന്നിയവർ ഇവിടെ കമോൺ,1,7,54,0,48,0,0,malayalam,0.0,3,[],none,0
"ഇവൻ മോഹൻലാലിനെ ശരിക്കും അനുകരിക്കാൻ ശ്രമിക്കുന്നുണ്ട്.. അത് വെറുപ്പീര് ആകുന്നുമുണ്ട് ഇല്ലാത്ത ഒരു ചരിവ് ഒക്കെ തോളിനു കൊടുത്ത്, ആവശ്യമില്ലാത്ത മോഹൻലാൽ expressionsum കുത്തി കേറ്റി സ്വന്തം talent നഷ്ടപെടുത്തുകയാണ് ഈ അടുത്തിടയായിട്ട്..",Negative,mal_sentiment,mal,"ഇവൻ മോഹൻലാലിനെ ശരിക്കും അനുകരിക്കാൻ ശ്രമിക്കുന്നുണ്ട്.. അത് വെറുപ്പീര് ആകുന്നുമുണ്ട്  ഇല്ലാത്ത ഒരു ചരിവ് ഒക്കെ തോളിനു കൊടുത്ത്, ആവശ്യമില്ലാത്ത മോഹൻലാൽ expressionsum കുത്തി കേറ്റി സ്വന്തം Talent നഷ്ടപെടുത്തുകയാണ് ഈ അടുത്തിടയായിട്ട്..",2,24,231,0,184,0,19,malayalam,8.333333333333332,1,[],none,0
1 27 usa okay india goo!! hahaha,unknown_state,mal_sentiment,mal,1:27 USA OKAY INDIA GOO!!  hahaha,2,7,32,0,0,0,21,latin,28.57142857142857,3,[],none,0
super bb. lalettaa,Positive,mal_sentiment,mal,Super  bb.  Lalettaaaa,2,3,18,0,0,0,15,latin,0.0,0,[],none,0
ഒരറ്റ പൈസ പോലും മുടക്കാതെ നിർമ്മിച്ച ഈ ഹൊറർ ഫിലീം ഒന്ന് കണ്ട് നോക്കിക്കെ .. നിങ്ങൾക്കിഷ്ടപ്പെടും അത് തീർച്ച,unknown_state,mal_sentiment,mal,ഒരറ്റ പൈസ പോലും മുടക്കാതെ നിർമ്മിച്ച ഈ ഹൊറർ ഫിലീം ഒന്ന് കണ്ട് നോക്കിക്കെ ....... നിങ്ങൾക്കിഷ്ടപ്പെടും അത് തീർച്ച,2,15,107,0,91,0,0,malayalam,6.666666666666667,3,[],none,0
എന്റെ പൊന്നോ അച്ചായാ ഇജ്ജാതി. ഹിന്ദി dailouges എല്ലാം വേറെ level,Positive,mal_sentiment,mal,എന്റെ പൊന്നോ അച്ചായാ ഇജ്ജാതി... ഹിന്ദി dailouges എല്ലാം വേറെ level,2,9,64,0,41,0,14,malayalam,22.22222222222222,0,[],none,0
ennthayalum raja oru van vijayamakatteya. ikkayudey athiya 150 kodi chitharam,Positive,mal_sentiment,mal,Ennthayalum Raja oru van vijayamakatteya. Ikkayudey athiya 150 kodi chitharam,2,10,77,0,0,0,64,latin,10.0,0,[],none,0
ഇതുപോലൊരു കിടിലം ട്രയ്ലറിന് ഡിസ് ലൈക്ക് അടിച്ചവന്മാർ എന്ത് ദുരന്തമാണ്..,Negative,mal_sentiment,mal,ഇതുപോലൊരു കിടിലം ട്രയ്ലറിന് ഡിസ്‌ലൈക്ക് അടിച്ചവന്മാർ എന്ത് ദുരന്തമാണ്....,1,8,71,0,62,0,0,malayalam,0.0,1,[],none,0
polichu..odiyan manikante varave kandoo makkaleaaa..,Positive,mal_sentiment,mal,Polichu........Odiyan manikante varave kandoo makkaleaaa.....,1,5,52,0,0,0,44,latin,0.0,0,[],none,0
ഹാഹാ വയലാർ എഴുതോ ഇതുപോലെ. മുക്കുത്തിയോ എന്തോന്നടെ ഇത്. ഏതവനാടോ പാട്ട് എഴുതിയത് . ഒരു പടം പോരാ എന്നു പറയിപ്പിക്കാൻ ഒരു പാട്ടിനു പറ്റും എന്നു വീണ്ടും തെളിയിച്ചു. congratzz,Negative,mal_sentiment,mal,ഹാഹാ വയലാർ എഴുതോ ഇതുപോലെ. മുക്കുത്തിയോ എന്തോന്നടെ ഇത്. ഏതവനാടോ പാട്ട് എഴുതിയത് . ഒരു പടം പോരാ എന്നു പറയിപ്പിക്കാൻ ഒരു പാട്ടിനു പറ്റും എന്നു വീണ്ടും തെളിയിച്ചു. Congratzz,5,23,169,0,134,0,9,malayalam,8.695652173913043,1,"[{""word"": ""പാട്ട്"", ""aspect"": ""music_bgm"", ""confidence"": 1.0}]",music_bgm,1
ഇത് നിവിൻ പോളി തന്നാണോ wonder അടിച്ചു പോയി same അവസ്ഥയിൽ നിക്കുന്നവർ 1 like തരുവോ,unknown_state,mal_sentiment,mal,ഇത് നിവിൻ പോളി തന്നാണോ :wonder അടിച്ചു പോയി :Same അവസ്ഥയിൽ നിക്കുന്നവർ 1 like തരുവോ,1,13,81,0,54,0,14,malayalam,30.76923076923077,3,[],none,0
വളരെ സിമ്പിൾ ആയിട്ടൊരു സോങ് മൂക്കുത്തി സോങ്,Positive,mal_sentiment,mal,വളരെ സിമ്പിൾ ആയിട്ടൊരു സോങ്  മൂക്കുത്തി സോങ് 🤗,1,6,43,0,38,0,0,malayalam,0.0,0,[],none,0
ee aduth ingane oru feel thonnittulla padam onnum kanditilla,Positive,mal_sentiment,mal,Ee aduth ingane oru feel thonnittulla padam onnum kanditilla,1,9,60,0,0,0,52,latin,0.0,0,[],none,0
mamangan istam anne poli anne pakshe njangal marakar fans anne,unknown_state,mal_sentiment,mal,Mamangan istam anne poli anne pakshe njangal marakar fans anne,1,10,62,0,0,0,53,latin,0.0,3,"[{""word"": ""fans"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",fan_stardom,1
"മൂന്ന് പേരെയും എനിക്ക് നല്ലിഷ്ട്ടാ, ജോജു, ചെമ്പൻ and nyla",Positive,mal_sentiment,mal,"മൂന്ന് പേരെയും എനിക്ക് നല്ലിഷ്ട്ടാ, ജോജു, ചെമ്പൻ and nyla 🥰",1,8,57,0,41,0,7,malayalam,25.0,0,[],none,0
ippozhum repeat adich kanunnavar ivdey like ikka,Positive,mal_sentiment,mal,Ippozhum repeat adich kanunnavar ivdey like ikka🥰,1,7,48,0,0,0,42,latin,0.0,0,[],none,0
swandam recordukal thanne thiruthunaa nadan pulimuruganekal odane daivame,unknown_state,mal_sentiment,mal,swandam recordukal thanne thiruthunaa  nadan pulimuruganekal odane daivame,1,8,73,0,0,0,66,latin,0.0,3,"[{""word"": ""nadan"", ""aspect"": ""hero_character"", ""confidence"": 1.0}]",hero_character,1
enntta surajetta super oru rakshaum ella,Positive,mal_sentiment,mal,Enntta surajetta Super oru rakshaum ella,1,6,40,0,0,0,35,latin,0.0,0,[],none,0
katta waiting! manju chechi-yude mattoru variety role,Positive,mal_sentiment,mal,Katta waiting! Manju chechi-yude mattoru variety role,2,7,53,0,0,0,45,latin,0.0,0,"[{""word"": ""role"", ""aspect"": ""hero_character"", ""confidence"": 1.0}]",hero_character,1
ഗാനഗന്ധർവ്വൻ ദാസേട്ടന്റെ ശബ് ദ മാധുര്യം കിടിലൻ.. ഈ പ്രായത്തിലും ഇങ്ങനെ പാടാൻ ആരുണ്ട് ഇന്ത്യ യിൽ.,Positive,mal_sentiment,mal,ഗാനഗന്ധർവ്വൻ ദാസേട്ടന്റെ ശബ്‌ദ മാധുര്യം കിടിലൻ...... ഈ പ്രായത്തിലും ഇങ്ങനെ പാടാൻ ആരുണ്ട് ഇന്ത്യ യിൽ.,2,13,96,0,81,0,0,malayalam,0.0,0,[],none,0
ട്രെയിലറിൽ പ്രതീക്ഷ ഇല്ല. കമ്മട്ടിപ്പാടം സ്റ്റൈലിൽ ഇറക്കുന്നതാണ് എന്ന് തോന്നുന്നു. fdfs കഴിയുമ്പോഴേക്കും തീരുമാനം ആവും,Mixed_feelings,mal_sentiment,mal,ട്രെയിലറിൽ പ്രതീക്ഷ ഇല്ല. കമ്മട്ടിപ്പാടം സ്റ്റൈലിൽ ഇറക്കുന്നതാണ് എന്ന് തോന്നുന്നു.  FDFS കഴിയുമ്പോഴേക്കും തീരുമാനം ആവും,3,12,118,0,101,0,4,malayalam,8.333333333333332,2,[],none,0
മൂക്കുത്തി മൂക്കുത്തി കണ്ടില്ല.. വട വട മാത്രമേ കണ്ടുള്ളു.. അല്ലാതെന്തു പറയാൻ,Negative,mal_sentiment,mal,മൂക്കുത്തി മൂക്കുത്തി കണ്ടില്ല..... വട വട മാത്രമേ കണ്ടുള്ളു...... അല്ലാതെന്തു പറയാൻ,3,9,76,0,64,0,0,malayalam,0.0,1,[],none,0
awesome . lalettan mind blowing raju kidu snap,Positive,mal_sentiment,mal,Awesome  . lalettan mind blowing Raju kidu snap,2,8,46,0,0,0,38,latin,12.5,0,[],none,0
boss kaanich verupich. bhaaki oke adipoli,Mixed_feelings,mal_sentiment,mal,Boss kaanich verupich...  bhaaki oke adipoli 🥰🥰,2,6,41,0,0,0,35,latin,0.0,2,[],none,0
ട്രെൻഡിങ് no.1 ആയതിനു ശേഷ വീണ്ടും കാണാൻ വന്നവർ ഉണ്ടോ,unknown_state,mal_sentiment,mal,ട്രെൻഡിങ് No.1 ആയതിനു ശേഷ വീണ്ടും കാണാൻ വന്നവർ ഉണ്ടോ,1,8,52,0,41,0,2,malayalam,12.5,3,[],none,0
kiduuu trailer lalettan polichuu apol ee onavum ettan kondupoi,Positive,mal_sentiment,mal,Kiduuu Trailer   Lalettan polichuu Apol ee onavum ettan kondupoi,1,9,62,0,0,0,54,latin,0.0,0,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
ലാലേട്ടന്റന്റ ഡാൻസ് ഇഷ്ടപെട്ടവർ അടി ലൈക്,unknown_state,mal_sentiment,mal,ലാലേട്ടന്റന്റ ഡാൻസ്  ഇഷ്ടപെട്ടവർ  അടി  ലൈക്,1,5,40,0,36,0,0,malayalam,0.0,3,[],none,0
adipoliipatuketapole thonni padam hitavumnnu!joshi sir swasikechi,Positive,mal_sentiment,mal,Adipoliipatuketapole thonni padam hitavumnnu!Joshi sir swasikechi,1,6,65,0,0,0,59,latin,0.0,0,[],none,0
suraj vere level soubin ithu thakarkkum,Positive,mal_sentiment,mal,Suraj vere level  soubin  ithu thakarkkum,1,6,39,0,0,0,34,latin,0.0,0,[],none,0
padam kazhinju trailer veendum kandavar like adikku . padam trailer pole alla,unknown_state,mal_sentiment,mal,Padam kazhinju trailer veendum kandavar like adikku . Padam trailer pole alla,2,12,77,0,0,0,65,latin,8.333333333333332,3,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}, {""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,2
ikka ingalu mass annu maranna mass,Positive,mal_sentiment,mal,Ikka ingalu mass annu maranna mass,1,6,34,0,0,0,29,latin,0.0,0,"[{""word"": ""mass"", ""aspect"": ""fan_stardom"", ""confidence"": 0.25}, {""word"": ""mass"", ""aspect"": ""fan_stardom"", ""confidence"": 0.25}]",fan_stardom,2
katta ikka fans unddegil like adi..,unknown_state,mal_sentiment,mal,Katta ikka fans unddegil like adi..,1,6,35,0,0,0,28,latin,0.0,3,"[{""word"": ""fans"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",fan_stardom,1
camera style kandappo chapa kurush ormavannu,Mixed_feelings,mal_sentiment,mal,Camera style kandappo chapa kurush ormavannu,1,6,44,0,0,0,39,latin,0.0,2,[],none,0
അഭിനയം ഡയലോഗ് ഡെലിവറി രണ്ടു അപ്പൊ redy ആയില്ലേ,unknown_state,mal_sentiment,mal,അഭിനയം ഡയലോഗ് ഡെലിവറി രണ്ടു അപ്പൊ redy ആയില്ലേ,1,7,46,0,36,0,4,malayalam,14.285714285714285,3,"[{""word"": ""ഡയലോഗ്"", ""aspect"": ""dialogue"", ""confidence"": 1.0}]",dialogue,1
dhaivam marikkugayo endhuvaade,Negative,mal_sentiment,mal,Dhaivam  marikkugayo    endhuvaade,1,3,30,0,0,0,28,latin,0.0,1,[],none,0
"evaaanaa e lyric ezuthiye? pazasirajayile pattumayi nokkumbol ivane chavittyyy ottikkanaaa thonnane,mukkuthi kandilla polum!! veryy bad lyric and music",Negative,mal_sentiment,mal,"Evaaanaa e lyric ezuthiye??? Pazasirajayile pattumayi nokkumbol ivane chavittyyy ottikkanaaa thonnane,Mukkuthi kandilla polum!!!! Veryyyyyyy bad lyric and music",3,18,151,0,0,0,130,latin,0.0,1,"[{""word"": ""music"", ""aspect"": ""music_bgm"", ""confidence"": 1.0}]",music_bgm,1
"മൂക്കുത്തി, കുണ്ടാമണ്ടി എടുത്തോണ്ട് പോടെയ്..",Negative,mal_sentiment,mal,"മൂക്കുത്തി,  കുണ്ടാമണ്ടി  എടുത്തോണ്ട് പോടെയ്....",1,4,44,0,38,0,0,malayalam,0.0,1,[],none,0
ee film polikkaanullathaanu nivin poorvaathika shakthiyode thirchu varum ejjaathi acting,Positive,mal_sentiment,mal,ee film  polikkaanullathaanu nivin poorvaathika shakthiyode thirchu varum  ejjaathi acting,1,10,88,0,0,0,79,latin,0.0,0,"[{""word"": ""acting"", ""aspect"": ""hero_character"", ""confidence"": 1.0}]",hero_character,1
nivin pauly enna nadante jananam ayirikkumennu theercha,Positive,mal_sentiment,mal,Nivin pauly enna “NADANTE” jananam ayirikkumennu theercha,1,7,55,0,0,0,49,latin,0.0,0,[],none,0
പാട്ട് വളരെ മോശം. സിനിമയും അങ്ങനെ ആകാതെ ഇരുന്നാൽ മതി ആയിരുന്നു,Mixed_feelings,mal_sentiment,mal,പാട്ട് വളരെ മോശം. സിനിമയും അങ്ങനെ ആകാതെ ഇരുന്നാൽ മതി ആയിരുന്നു,2,9,62,0,53,0,0,malayalam,0.0,2,"[{""word"": ""പാട്ട്"", ""aspect"": ""music_bgm"", ""confidence"": 1.0}]",music_bgm,1
"മൂക്കുത്തി കണ്ടുപിടിക്കാൻ ഒരു ജുഡീഷ്യൽ അന്വേഷണം വേണം ,ചിലപ്പോ വല്ല മുക്കുപണ്ടമാവും",unknown_state,mal_sentiment,mal,"മൂക്കുത്തി കണ്ടുപിടിക്കാൻ ഒരു ജുഡീഷ്യൽ അന്വേഷണം വേണം ,ചിലപ്പോ വല്ല മുക്കുപണ്ടമാവും",1,9,82,0,73,0,0,malayalam,0.0,3,[],none,0
ഒരു ഫാൻ മേഡ് ചുവ ഉണ്ട് എന്നാലും സീൻസ് പൊളി katta waiting,Mixed_feelings,mal_sentiment,mal,ഒരു ഫാൻ മേഡ് ചുവ ഉണ്ട് എന്നാലും സീൻസ് പൊളി katta  waiting,1,10,56,0,35,0,12,malayalam,20.0,2,[],none,0
ഓൾ കേരള allu arjun ഫാൻസിന്റെ വിജയാശംസകൾ laletttaaa..,Positive,mal_sentiment,mal,ഓൾ കേരള Allu Arjun ഫാൻസിന്റെ വിജയാശംസകൾ laletttaaa....,1,7,52,0,25,0,19,malayalam,42.85714285714285,0,[],none,0
വേറെ ലെവൽ പടം ആയിരിക്കും ഇത് എന്ന് ഉറപ്പുള്ളവർക്ക് ഇവിടെ ലൈക്കാം !,unknown_state,mal_sentiment,mal,വേറെ ലെവൽ പടം ആയിരിക്കും ഇത് എന്ന് ഉറപ്പുള്ളവർക്ക് ഇവിടെ ലൈക്കാം !!!,1,10,66,0,56,0,0,malayalam,10.0,3,[],none,0
ഇതുകൊള്ളാല്ലൊ .. ഒരു സൂപ്പർസ്റ്റാറും ആരാധകനും തമ്മിലുള്ള കലിപ്പ് പണ്ടാര കലിപ്പ് . waitingg ..,Positive,mal_sentiment,mal,ഇതുകൊള്ളാല്ലൊ .... ഒരു സൂപ്പർസ്റ്റാറും ആരാധകനും തമ്മിലുള്ള കലിപ്പ്  പണ്ടാര കലിപ്പ് ... waitinggggg .....,3,12,93,0,69,0,8,malayalam,33.33333333333333,0,[],none,0
appu pathu pappu enn kandappo adhyam manasilekk vannath joseph anu ethayalum ithu polikkum,Positive,mal_sentiment,mal,Appu pathu Pappu enn kandappo adhyam manasilekk vannath Joseph anu 🥰 ethayalum ithu polikkum,1,13,90,0,0,0,78,latin,0.0,0,[],none,0
2 mass actors rajuvettan and surajettan,Positive,mal_sentiment,mal,2 mass actors Rajuvettan and Surajettan,1,6,39,0,0,0,33,latin,16.666666666666664,0,"[{""word"": ""mass"", ""aspect"": ""fan_stardom"", ""confidence"": 0.5}]",fan_stardom,1
ee film il sreenath avante girlfrnd ne night il vannathil entho kanikkan konduponille athentha sambhavam,unknown_state,mal_sentiment,mal,Ee film il sreenath Avante girlfrnd ne night il vannathil entho kanikkan konduponille athentha sambhavam,1,15,104,0,0,0,90,latin,0.0,3,[],none,0
licifer vannna ennenthe pooram vanu..madhuraraja 6 manik thanne poyi..but l is loading.coming..minutes left,Positive,mal_sentiment,mal,Licifer vannna ennenthe pooram vanu.....madhuraraja 6 manik thanne poyi......but l is loading...coming....minutes left,1,13,107,0,0,0,87,latin,7.6923076923076925,0,[],none,0
theatre il ith njettikum enn urapullavar like adikk,unknown_state,mal_sentiment,mal,Theatre il ith njettikum enn urapullavar like adikk,1,8,51,0,0,0,44,latin,0.0,3,[],none,0
കേരള സംസ്ഥാന അവാർഡ് മൂത്തോൻ ബുക്ക് ചെയ്തൂട്ടാ.,Positive,mal_sentiment,mal,കേരള സംസ്ഥാന അവാർഡ് മൂത്തോൻ ബുക്ക്‌ ചെയ്തൂട്ടാ...,1,6,46,0,40,0,0,malayalam,0.0,0,[],none,0
"full black , പൊളി മീശ, കിടിലൻ ഹെയർ സ്റ്റൈൽ, പിന്നെ മാല, മോതിരം കൂട്ടത്തിൽ മാസ്സ് ഡയലോഗും ചുമ്മാ പൊളി",Positive,mal_sentiment,mal,"Full black ,  പൊളി മീശ,  കിടിലൻ ഹെയർ സ്റ്റൈൽ, പിന്നെ മാല, മോതിരം  കൂട്ടത്തിൽ മാസ്സ് ഡയലോഗും  ചുമ്മാ പൊളി",1,16,100,0,72,0,9,malayalam,18.75,0,[],none,0
anuraga karikkin vellam,unknown_state,mal_sentiment,mal,Anuraga karikkin vellam,1,3,23,0,0,0,21,latin,0.0,3,[],none,0
ennalum manassilakathadh eadh oolakal aane eee dislike adikkunnadh,Negative,mal_sentiment,mal,Ennalum manassilakathadh eadh oolakal aane eee dislike adikkunnadh,1,8,66,0,0,0,59,latin,0.0,1,[],none,0
ആരണ്ട ആരണ്ട തലുണ്ടാകാണാ ആരണ്ട ഞാൻ ആണ്ട ഞാൻ ആണ്ട ഞാൻ royal mech ആടാ ആരണ്ട ആരണ്ട മീശ പിരിക്കുന്ന ആരണ്ട ഞാൻ ആണ്ട ഞാൻ ആണ്ട ഞാൻ royal mech ആടാ,unknown_state,mal_sentiment,mal,ആരണ്ട ആരണ്ട തലുണ്ടാകാണാ ആരണ്ട ഞാൻ ആണ്ട ഞാൻ ആണ്ട ഞാൻ Royal Mech ആടാ  ആരണ്ട ആരണ്ട മീശ പിരിക്കുന്ന ആരണ്ട ഞാൻ ആണ്ട ഞാൻ ആണ്ട ഞാൻ royal Mech ആടാ,1,25,137,0,95,0,18,malayalam,16.0,3,[],none,0
ഉണ്ണിയേട്ടന്റെ കണ്ണിലെ തീ കണ്ടാൽ മനസിലാകാം.. ഈ song കഴിഞ്ഞതും ഒരു masskabaappp,unknown_state,mal_sentiment,mal,ഉണ്ണിയേട്ടന്റെ കണ്ണിലെ തീ കണ്ടാൽ മനസിലാകാം..  ഈ song കഴിഞ്ഞതും ഒരു masskabaappp,2,10,78,0,51,0,16,malayalam,20.0,3,"[{""word"": ""song"", ""aspect"": ""music_bgm"", ""confidence"": 1.0}]",music_bgm,1
ഇഷ്കിലത്തെ പാട്ടും ഇതും കേട്ട് കേട്ട് പിന്നേം കേൾക്കും,Positive,mal_sentiment,mal,ഇഷ്കിലത്തെ പാട്ടും ഇതും കേട്ട് കേട്ട് പിന്നേം കേൾക്കും,1,7,54,0,48,0,0,malayalam,0.0,0,[],none,0
ചെർയ്യേ ഒരു ശ്രിനിവാസൻ ചേട്ടനെ കാണാം വിനീതേട്ടനിൽ. അല്ലേ. ഗുയ്സ്.,Positive,mal_sentiment,mal,ചെർയ്യേ ഒരു ശ്രിനിവാസൻ ചേട്ടനെ കാണാം വിനീതേട്ടനിൽ... അല്ലേ... ഗുയ്സ്...,3,8,65,0,55,0,0,malayalam,0.0,0,[],none,0
കട്ട വെയിറ്റിംഗ് മമ്മൂക്ക വിജയ് ഫാൻസ് കൂടെ ഉണ്ട് mamangan,Positive,mal_sentiment,mal,കട്ട വെയിറ്റിംഗ് മമ്മൂക്ക വിജയ് ഫാൻസ് കൂടെ ഉണ്ട് 🥰🥰🥰🥰 #mamangan,1,8,57,0,42,0,8,malayalam,12.5,0,[],none,0
പാട്ട് പോര. മുന് പു കേട്ട എന്ന് നിന്റെ മൊയ്തീന് movie songs ഓര് മ്മ വന്നു. പടം ഹിറ്റ് ആയാൽ മതി ആയിരുന്നു,Negative,mal_sentiment,mal,പാട്ട് പോര... മുന്‍പു കേട്ട  എന്ന് നിന്റെ മൊയ്തീന്‍  movie songs ഓര്‍മ്മ വന്നു. പടം ഹിറ്റ് ആയാൽ മതി ആയിരുന്നു,3,18,104,0,75,0,10,malayalam,11.11111111111111,1,"[{""word"": ""പാട്ട്"", ""aspect"": ""music_bgm"", ""confidence"": 1.0}, {""word"": ""songs"", ""aspect"": ""music_bgm"", ""confidence"": 1.0}, {""word"": ""ഹിറ്റ്"", ""aspect"": ""box_office_collection"", ""confidence"": 1.0}]",music_bgm,3
